facial_hair,face_color,glasses,filename
0,7,0,cs1011371977583894374.csv
0,7,0,cs10833760880637874483.csv
0,7,0,cs11442142239286478404.csv
0,3,0,cs1030962262176862983.csv
0,0,0,cs10426695514913314374.csv
0,0,0,cs1017297194721073217.csv
0,7,0,cs1126890217093382376.csv
0,4,0,cs10918843984329120509.csv
0,8,0,cs10482383848225144714.csv
0,5,0,cs10307480173431219959.csv
0,3,0,cs10143203493080579201.csv
0,2,0,cs11127058660950110377.csv
0,9,0,cs10031287808171233973.csv
0,7,0,cs10848471859843996976.csv
0,0,0,cs10942384947522759529.csv
0,5,0,cs11380859404614899092.csv
0,2,0,cs11105458764695350717.csv
0,3,0,cs10346340066603622458.csv
0,9,0,cs11482781216307541112.csv
0,8,0,cs10623280124833208380.csv
0,1,0,cs10281989328492399504.csv
0,6,0,cs11289008285686246921.csv
0,6,0,cs10602392680126355029.csv
0,3,0,cs10693686293670521846.csv
0,10,0,cs1054089678732803611.csv
0,10,0,cs10836824168522662069.csv
0,0,0,cs10660154324844102348.csv
0,6,0,cs10831432122765075614.csv
0,4,0,cs11343719251216944788.csv
0,7,0,cs10446775543970675306.csv
0,6,0,cs11344161567926813406.csv
0,5,0,cs11172649277136586935.csv
0,9,0,cs11357905410422520891.csv
0,2,0,cs11020423960367252950.csv
0,2,0,cs10344379304004958894.csv
0,7,0,cs1018475433907436448.csv
0,9,0,cs10417717661946127156.csv
0,7,0,cs10837259892456500466.csv
0,2,0,cs11226866211118352735.csv
0,0,0,cs10453369011609498245.csv
0,6,0,cs1129818609098537030.csv
0,5,0,cs10417129835653560357.csv
0,3,0,cs10131818040220742543.csv
0,3,0,cs10082586159467000735.csv
0,8,0,cs10649506849332049103.csv
0,9,0,cs10777767702549825540.csv
0,9,0,cs1125541192087203122.csv
0,5,0,cs11500615792753390050.csv
0,6,0,cs10286158537764706554.csv
0,2,0,cs11080281430127040597.csv
0,1,0,cs11102981945964155980.csv
0,10,0,cs10465847503825331949.csv
0,6,0,cs10531779841209447267.csv
0,9,0,cs11223971499746857025.csv
0,9,0,cs10305060682877391638.csv
0,0,0,cs10561339251584413296.csv
0,1,0,cs11370207195697400760.csv
0,6,0,cs11034880141772615703.csv
0,2,0,cs10233332246591910576.csv
0,5,0,cs10303520132966749031.csv
0,3,0,cs10348130516089605629.csv
0,2,0,cs10211438949091538801.csv
0,5,0,cs11031655876107366569.csv
0,7,0,cs10366186894611392115.csv
0,7,0,cs1017629102188552928.csv
0,1,0,cs11500463050250299821.csv
0,3,0,cs10646993127684963573.csv
0,9,0,cs10166095745276422138.csv
0,8,0,cs10953261857311466551.csv
0,5,0,cs1073237284412222757.csv
0,8,0,cs10499447978989562833.csv
0,0,0,cs10372945365292987398.csv
0,7,0,cs10224664804942199684.csv
0,8,0,cs1120476722059804087.csv
0,7,0,cs10196640019991419261.csv
0,9,0,cs11318989205318351181.csv
0,10,0,cs11380561441576779822.csv
0,4,0,cs1087180027392171043.csv
0,8,0,cs10696383832716502259.csv
0,5,0,cs1114773155525310197.csv
0,1,0,cs10782816507454434134.csv
0,5,0,cs10660936209681583741.csv
0,7,0,cs11209634812403485149.csv
0,8,0,cs11117564471521141325.csv
0,4,0,cs10868125518787750464.csv
0,1,0,cs11378755854990162607.csv
0,6,0,cs10959598332703670851.csv
0,2,0,cs10697560960353575480.csv
0,10,0,cs11085927328689220415.csv
0,0,0,cs10367343221078266613.csv
0,9,0,cs10050794648142482707.csv
0,2,0,cs10858614649068520083.csv
0,10,0,cs10399979040829140588.csv
0,2,0,cs10035316151564645775.csv
0,10,0,cs10258375850086387027.csv
0,1,0,cs10324716781607112713.csv
0,6,0,cs11448917844015282436.csv
0,5,0,cs10410419915843824966.csv
0,9,0,cs10924912800336752396.csv
0,10,0,cs11176186124906589960.csv
0,4,0,cs11085810566776415792.csv
0,2,0,cs11412177014065004339.csv
0,8,0,cs10428608964394197957.csv
0,0,0,cs10318107100851808059.csv
0,6,0,cs10514139970668672459.csv
0,5,0,cs1074006634622564447.csv
0,10,0,cs10504537856205466477.csv
0,7,0,cs10926014008444211863.csv
0,1,0,cs10174388385951194324.csv
0,3,0,cs11446689837037142626.csv
0,7,0,cs10099266305689270409.csv
0,6,0,cs10803179246871497402.csv
0,2,0,cs10563174042563960477.csv
0,8,0,cs11296165059864377797.csv
0,0,0,cs10961107736284270247.csv
0,7,0,cs1037324188163867718.csv
0,4,0,cs10441560048690419490.csv
0,4,0,cs10167571084823274644.csv
0,5,0,cs10382485632118760659.csv
0,10,0,cs11120871658672674572.csv
0,3,0,cs10384408829070651184.csv
0,4,0,cs11039658923514930148.csv
0,9,0,cs11061684602584298400.csv
0,6,0,cs1146085177940759180.csv
0,4,0,cs10754301316690131063.csv
0,5,0,cs10731227793954282344.csv
0,3,0,cs10720998461143652152.csv
0,10,0,cs10122944841907238435.csv
0,0,0,cs10628975123393876368.csv
0,7,0,cs10222644402131132914.csv
0,8,0,cs10673016635549268120.csv
0,5,0,cs11060902747572626569.csv
0,5,0,cs10989014542830188695.csv
0,6,0,cs10782470436643152056.csv
0,1,0,cs11104105711413633583.csv
0,5,0,cs1021152103259508515.csv
0,1,0,cs10162648298374598848.csv
0,9,0,cs10341209476615631206.csv
0,7,0,cs11023719449190652729.csv
0,8,0,cs10897307451666605701.csv
0,7,0,cs10360410136247779705.csv
0,2,0,cs11070935139138525545.csv
0,5,0,cs11222996907802859862.csv
0,1,0,cs10804256839167542978.csv
0,10,0,cs11490154093081112909.csv
0,0,0,cs11352424859682552542.csv
0,3,0,cs11164273269605625623.csv
0,1,0,cs1036109025256461570.csv
0,8,0,cs10557850366034182349.csv
0,0,0,cs11428280530736905593.csv
0,1,0,cs10680524531727199201.csv
0,1,0,cs1095753224845077729.csv
0,10,0,cs1008248739233837707.csv
0,10,0,cs10048936762865148027.csv
0,5,0,cs11472613624996155194.csv
0,7,0,cs10114070145971627586.csv
0,2,0,cs10226799080435290389.csv
0,7,0,cs10749380271098138489.csv
0,1,0,cs10272194954636154865.csv
0,4,0,cs11052828373222159272.csv
0,3,0,cs10840928197061531541.csv
0,4,0,cs11471784904293827331.csv
0,3,0,cs10900464673569586981.csv
0,0,0,cs1014402452433879920.csv
0,10,0,cs1070441329260065983.csv
0,2,0,cs10757362374146439820.csv
0,1,0,cs113270871606642660.csv
0,3,0,cs1078328696093056818.csv
0,1,0,cs10565439952227912503.csv
0,9,0,cs10720330844391424113.csv
0,0,0,cs10102480951712981478.csv
0,9,0,cs10751877515997413139.csv
0,8,0,cs10997953094001383760.csv
0,5,0,cs10569842567955860200.csv
0,1,0,cs111464773118169668.csv
0,3,0,cs1020003956617799648.csv
0,5,0,cs11322927741940757223.csv
0,5,0,cs1044608986642655879.csv
0,7,0,cs10093494963243352263.csv
0,7,0,cs10027165526405979994.csv
0,8,0,cs10416822717084193084.csv
0,10,0,cs10783377010974695389.csv
0,8,0,cs10583560273389758486.csv
0,4,0,cs11221700617088874404.csv
0,1,0,cs1026527248165289972.csv
0,3,0,cs10850034253865330402.csv
0,6,0,cs10208416885682100522.csv
0,5,0,cs11167030115785929302.csv
0,4,0,cs10089127863903161128.csv
0,6,0,cs10930883016918278883.csv
0,8,0,cs10996910641935407118.csv
0,6,0,cs11421702988960464284.csv
0,9,0,cs10961238343659888226.csv
0,4,0,cs10691753868969333298.csv
0,10,0,cs10237394235603032828.csv
0,2,0,cs11035372223499020967.csv
0,8,0,cs11344100798373128765.csv
0,10,0,cs10329273728379269531.csv
0,0,0,cs1101493681185187252.csv
0,5,0,cs11379883295836734846.csv
0,1,0,cs1059414492272030008.csv
0,9,0,cs10061581043563512268.csv
0,7,0,cs1046620831754404923.csv
0,8,0,cs11436160676298320092.csv
0,7,0,cs10974165337404403144.csv
0,0,0,cs10707565821791738212.csv
0,6,0,cs10657393384372320695.csv
0,7,0,cs1113191746674328122.csv
0,8,0,cs10484296490409776514.csv
0,5,0,cs10785357961028398756.csv
0,0,0,cs11104037679784557887.csv
0,10,0,cs1040570307247297232.csv
0,0,0,cs11009130105802708153.csv
0,6,0,cs10191501226027686795.csv
0,1,0,cs1067481675450823589.csv
0,4,0,cs11041050903058719528.csv
0,1,0,cs10159233630725744873.csv
0,8,0,cs11400305411073007105.csv
0,0,0,cs1044108310383939447.csv
0,6,0,cs11170294188193849361.csv
0,0,0,cs11311523075987159805.csv
0,1,0,cs10218894370950156606.csv
0,6,0,cs10088025969404917297.csv
0,4,0,cs11076152872801035028.csv
0,1,0,cs11496249579948065035.csv
0,7,0,cs11050550512859343055.csv
0,2,0,cs10039123491313013785.csv
0,2,0,cs10392417929393427144.csv
0,9,0,cs10438706346298361686.csv
0,5,0,cs11341901493841992418.csv
0,0,0,cs1080044123568876451.csv
0,9,0,cs10669287407418004379.csv
0,10,0,cs10245572544581363515.csv
0,1,0,cs1090514008542820340.csv
0,6,0,cs10957228398744078786.csv
0,10,0,cs10429893817839431342.csv
0,10,0,cs11103659376338727281.csv
0,7,0,cs10599631738177615855.csv
0,6,0,cs11386140888315279712.csv
0,2,0,cs11162097515499706284.csv
0,8,0,cs11462160607692108265.csv
0,5,0,cs10273537379798394997.csv
0,9,0,cs11180625649453176846.csv
0,1,0,cs10132861437398309502.csv
0,5,0,cs115015743350173470.csv
0,10,0,cs10061416743289791329.csv
0,5,0,cs11273535155368026043.csv
0,10,0,cs11119557525100356764.csv
0,5,0,cs10999777785730582034.csv
0,3,0,cs10502390665849979494.csv
0,2,0,cs10223077347424297949.csv
0,3,0,cs1085361839762213309.csv
0,10,0,cs11329384801946236160.csv
0,2,0,cs10291307566375403690.csv
0,2,0,cs11412657254666434623.csv
0,10,0,cs10377382882060898870.csv
0,6,0,cs10401147249507697104.csv
0,8,0,cs11469289609524495789.csv
0,4,0,cs11470242006227338208.csv
0,10,0,cs1072699887361159576.csv
0,6,0,cs10875490564339918028.csv
0,7,0,cs10484661358691990586.csv
0,9,0,cs10446942543962698589.csv
0,0,0,cs10381402147611300467.csv
0,4,0,cs10095158458724657354.csv
0,8,0,cs11345479904143906864.csv
0,10,0,cs11003531528205939591.csv
0,8,0,cs11232405684120828636.csv
0,10,0,cs10248185089142559266.csv
0,8,0,cs10360640437159802519.csv
0,1,0,cs10447599717221719649.csv
0,0,0,cs11038172615264802759.csv
0,8,0,cs11156130199609761208.csv
0,0,0,cs11264485595112171166.csv
0,5,0,cs10003571127927331234.csv
0,0,0,cs10532137722602262765.csv
0,4,0,cs10131630302773482018.csv
0,3,0,cs10564430735559841946.csv
0,3,0,cs10213252059035131577.csv
0,3,0,cs11167348011493044307.csv
0,2,0,cs11307126777082044620.csv
0,6,0,cs1040794703416440040.csv
0,6,0,cs10956280679194096874.csv
0,4,0,cs10074903523668009391.csv
0,4,0,cs10151973241493280391.csv
0,2,0,cs1113644606218828913.csv
0,8,0,cs10600107782730647759.csv
0,6,0,cs11285699514743503433.csv
0,3,0,cs10280463800031474928.csv
0,8,0,cs11201353076027458343.csv
0,8,0,cs1119190753520932026.csv
0,2,0,cs11310294009920485411.csv
0,7,0,cs10042689587789372138.csv
0,6,0,cs10908479047645362596.csv
0,5,0,cs1121769265894562291.csv
0,5,0,cs10205892814706106216.csv
0,2,0,cs10586837760440310915.csv
0,6,0,cs10175537422588935725.csv
0,0,0,cs10256447485780926467.csv
0,9,0,cs10285830759928438887.csv
0,5,0,cs10948866498401736276.csv
0,5,0,cs10264920079040932459.csv
0,9,0,cs1082268157973783019.csv
0,7,0,cs10028724206874831297.csv
0,10,0,cs10991881265088684061.csv
0,10,0,cs112792777109162058.csv
0,5,0,cs1023683139321898996.csv
0,6,0,cs1015274540036885240.csv
0,4,0,cs11358792261339528681.csv
0,5,0,cs10798847741938358127.csv
0,5,0,cs10662640817074397587.csv
0,10,0,cs10356658016837964155.csv
0,10,0,cs11126267684304223897.csv
0,10,0,cs11147630489700439751.csv
0,2,0,cs11148272501951244004.csv
0,4,0,cs11236309851167374170.csv
0,2,0,cs10210947344365924193.csv
0,10,0,cs10991218105663608561.csv
0,10,0,cs11390937672602976641.csv
0,7,0,cs10855748674173298077.csv
0,2,0,cs10535936247931882733.csv
0,7,0,cs10160087235336650220.csv
0,7,0,cs1146094222180505814.csv
0,10,0,cs10302524693838431971.csv
0,2,0,cs10789739513812916935.csv
0,8,0,cs1138743892390330511.csv
0,10,0,cs11154562160598083625.csv
0,1,0,cs10533183405475234122.csv
0,4,0,cs11407652163027882224.csv
0,1,0,cs11461573054490751482.csv
0,6,0,cs10973897910252049341.csv
0,7,0,cs10252571572166597178.csv
0,3,0,cs1011030240726350899.csv
0,3,0,cs11439370444620129788.csv
0,3,0,cs11049669639593639868.csv
0,0,0,cs11356546038032125787.csv
0,5,0,cs10771079542926000152.csv
0,3,0,cs10654586133155307423.csv
0,3,0,cs10203539977229196247.csv
0,0,0,cs10193528520212555547.csv
0,8,0,cs10707429771344318319.csv
0,10,0,cs10555069033048684018.csv
0,10,0,cs1044615665022593793.csv
0,2,0,cs11323652133849004892.csv
0,9,0,cs11345593347900623766.csv
0,6,0,cs10630622994341697087.csv
0,6,0,cs10496549785459296847.csv
0,6,0,cs10901140670147505079.csv
0,9,0,cs11129087551134129042.csv
0,4,0,cs10544939105004495689.csv
0,9,0,cs11316554052379371576.csv
0,8,0,cs1136101587363511094.csv
0,3,0,cs10184192807628767233.csv
0,1,0,cs10377873326196436648.csv
0,9,0,cs11050111645190984272.csv
0,2,0,cs10840258533959676218.csv
0,10,0,cs10337903733454165274.csv
0,8,0,cs10492501116560948926.csv
0,2,0,cs10077297242556236135.csv
0,10,0,cs10451191514729968084.csv
0,7,0,cs10879925495987610282.csv
0,6,0,cs10968514600950710418.csv
0,8,0,cs10218651872594808842.csv
0,0,0,cs11174250030640403401.csv
0,5,0,cs10124292090349949092.csv
0,3,0,cs1112753606227713986.csv
0,7,0,cs10857665836994634652.csv
0,2,0,cs11302571503132800993.csv
0,1,0,cs10384819431200712838.csv
0,1,0,cs10915172736366327838.csv
0,8,0,cs1109943017399565450.csv
0,3,0,cs11044095468213825775.csv
0,3,0,cs10258145287337468546.csv
0,1,0,cs10232333269661845386.csv
0,4,0,cs10308813586003550089.csv
0,4,0,cs10538081600029979012.csv
0,1,0,cs10869467360834323880.csv
0,8,0,cs10218032653000441047.csv
0,3,0,cs11044130834990138890.csv
0,0,0,cs10784493129508244149.csv
0,8,0,cs11430413037482202316.csv
0,8,0,cs11469254180022813302.csv
0,4,0,cs10259798975751561524.csv
0,4,0,cs10818882890396366830.csv
0,7,0,cs11094341148678226098.csv
0,10,0,cs1091187081501503343.csv
0,7,0,cs1027986126743726838.csv
0,9,0,cs10270353372314346952.csv
0,4,0,cs11077497720430524820.csv
0,1,0,cs10350550204905765954.csv
0,1,0,cs11184555116874288823.csv
0,7,0,cs10477024217805320979.csv
0,9,0,cs10405324216079844586.csv
0,1,0,cs10446174213873980276.csv
0,2,0,cs10427909475070741064.csv
0,2,0,cs10666768138554142449.csv
0,4,0,cs11318992346602017766.csv
0,4,0,cs10517948723543062881.csv
0,3,0,cs1039974376001246358.csv
0,5,0,cs10723288075027823072.csv
0,6,0,cs11501318948920968198.csv
0,8,0,cs10679866458396719142.csv
0,10,0,cs10175574072095387677.csv
0,6,0,cs11095247269704950406.csv
0,6,0,cs10870609930979978743.csv
0,3,0,cs10821350655916592143.csv
0,4,0,cs10622343995574905775.csv
0,2,0,cs11351850980381880394.csv
0,10,0,cs11152729505161787316.csv
0,2,0,cs11037069625468097303.csv
0,10,0,cs10994415756675047101.csv
0,1,0,cs10108010132771925137.csv
0,7,0,cs10121846951435531709.csv
0,4,0,cs11364532482608202567.csv
0,2,0,cs11135735623371502721.csv
0,10,0,cs10552267188060909688.csv
0,1,0,cs11335090651890386729.csv
0,2,0,cs11042461111028375544.csv
0,10,0,cs11391535006602071545.csv
0,5,0,cs10599211438783356440.csv
0,1,0,cs1013133682898131428.csv
0,4,0,cs10439331443263880398.csv
0,6,0,cs11500552060848520510.csv
0,1,0,cs10561850278886005978.csv
0,7,0,cs10082876336138442347.csv
0,2,0,cs10300815291468715658.csv
0,3,0,cs10136569623527268459.csv
0,8,0,cs10194052162815940277.csv
0,0,0,cs10390309964514874983.csv
0,4,0,cs11080480865368763145.csv
0,4,0,cs11407337443345871199.csv
0,3,0,cs10387152672975189633.csv
0,7,0,cs11362174430909482214.csv
0,0,0,cs11187501974453575912.csv
0,4,0,cs11047443056960985574.csv
0,8,0,cs10237948074825811187.csv
0,0,0,cs10800969720559706953.csv
0,9,0,cs10436190185498915127.csv
0,6,0,cs10311514834369594100.csv
0,4,0,cs10524028488794987986.csv
0,3,0,cs11096764340505821.csv
0,2,0,cs10694940091555545702.csv
0,10,0,cs10779135658134411600.csv
0,0,0,cs10949060897403850855.csv
0,2,0,cs10095589111898265137.csv
0,7,0,cs11306987374001435458.csv
0,4,0,cs10525088065369572012.csv
0,10,0,cs10999123810845295441.csv
0,2,0,cs10185813027001709912.csv
0,1,0,cs1051231702589876589.csv
0,9,0,cs10834149249859185722.csv
0,9,0,cs11076216362514554498.csv
0,10,0,cs10484598713954945353.csv
0,2,0,cs10830147628344256729.csv
0,8,0,cs10590706188864550071.csv
0,4,0,cs10013054645039415280.csv
0,6,0,cs10533022856554286599.csv
0,7,0,cs1041660016525991894.csv
0,1,0,cs10806848683198997159.csv
0,0,0,cs1007680228424637520.csv
0,2,0,cs10964509543602543776.csv
0,4,0,cs11315888810088800103.csv
0,0,0,cs10997528894453670088.csv
0,0,0,cs1072262522371105940.csv
0,3,0,cs11318769767865015753.csv
0,5,0,cs1142306659570544151.csv
0,5,0,cs11245590146484889500.csv
0,5,0,cs10286897323854411978.csv
0,6,0,cs11476845939292936282.csv
0,0,0,cs10343655162113816545.csv
0,4,0,cs11246165307483305523.csv
0,5,0,cs10804065558465466565.csv
0,3,0,cs10270948096988315500.csv
0,8,0,cs11367391341177099509.csv
0,4,0,cs11092457624487673968.csv
0,0,0,cs1110846358086897321.csv
0,9,0,cs1129784173947776658.csv
0,0,0,cs10639313541665202669.csv
0,6,0,cs10775906238296956439.csv
0,4,0,cs11014921040926475945.csv
0,3,0,cs10811303070691588728.csv
0,3,0,cs10315754768758212994.csv
0,7,0,cs10625613834389094323.csv
0,1,0,cs10907080717193316441.csv
0,1,0,cs10450185746865845040.csv
0,3,0,cs10258850649517397722.csv
0,3,0,cs11368946878789550656.csv
0,5,0,cs1088451876283878073.csv
0,3,0,cs11067761351035452970.csv
0,1,0,cs10055272094473588437.csv
0,9,0,cs10853182707454767498.csv
0,1,0,cs10917753337328067350.csv
0,4,0,cs10806174208674154443.csv
1,3,0,cs10109690760791567489.csv
1,7,0,cs10580105703201432277.csv
1,0,0,cs10000849938093558363.csv
1,9,0,cs10107177797460378664.csv
1,3,0,cs11356433643881406999.csv
1,9,0,cs11490600905468098235.csv
1,4,0,cs11183441500215972374.csv
1,5,0,cs11136017821382747697.csv
1,2,0,cs10295045082098026048.csv
1,9,0,cs11014483436297127527.csv
1,5,0,cs10486812354267761936.csv
1,7,0,cs1077255892193812129.csv
1,10,0,cs1053527136674199602.csv
1,5,0,cs10968213627438893689.csv
1,7,0,cs10187193345936802707.csv
1,7,0,cs10620729182158689144.csv
1,9,0,cs1088772364206079067.csv
1,7,0,cs10483044084373054292.csv
1,5,0,cs10619360380855995667.csv
1,7,0,cs10021204810807135522.csv
1,0,0,cs11101404365680303445.csv
1,7,0,cs10106887495484989531.csv
1,6,0,cs10655067057590528849.csv
1,7,0,cs10071007819870208737.csv
1,5,0,cs1117490177530247032.csv
1,0,0,cs10239438298658352874.csv
1,1,0,cs11154938282067316821.csv
1,4,0,cs10180266757711951094.csv
1,9,0,cs10949036077848291831.csv
1,9,0,cs10701701454896145577.csv
1,4,0,cs10299680486135958508.csv
1,6,0,cs11203887097313918490.csv
1,1,0,cs10505283055386182217.csv
1,4,0,cs1002296031179444898.csv
1,0,0,cs11324054130370027257.csv
1,4,0,cs10993989937493468172.csv
1,6,0,cs10891415347641994241.csv
1,4,0,cs10871275637833948643.csv
1,9,0,cs11209880358915704147.csv
1,6,0,cs1015033555521097302.csv
1,2,0,cs11406330443965916477.csv
1,9,0,cs10482705290075205281.csv
1,3,0,cs11426462037771142794.csv
1,2,0,cs10878738405826511703.csv
1,7,0,cs10884402352758372585.csv
1,0,0,cs11008074563605119126.csv
1,0,0,cs10557909380186958065.csv
1,3,0,cs10124259570210240905.csv
1,8,0,cs1122863939752485984.csv
1,1,0,cs11310989517326085833.csv
1,1,0,cs11396294164780293097.csv
1,10,0,cs1124627484890343058.csv
1,1,0,cs11384053541160528009.csv
1,6,0,cs10787099237632575405.csv
1,8,0,cs11078849438766761257.csv
1,0,0,cs10295405448170250506.csv
1,7,0,cs11085188404903998131.csv
1,10,0,cs10248647935825930750.csv
1,7,0,cs11262666289628543202.csv
1,1,0,cs10900453769064260106.csv
1,9,0,cs11372751641684997980.csv
1,0,0,cs11288592393181476770.csv
1,3,0,cs10581394457569497710.csv
1,8,0,cs10416015917962797382.csv
1,10,0,cs1079987891802824140.csv
1,10,0,cs10870467335614413556.csv
1,9,0,cs1043417830193170292.csv
1,0,0,cs10521503010691058556.csv
1,10,0,cs10855613644964025612.csv
1,9,0,cs10217316785900844909.csv
1,4,0,cs10851369217761751707.csv
1,0,0,cs10120056174257412086.csv
1,8,0,cs10399919923642604801.csv
1,0,0,cs10229786461134409580.csv
1,6,0,cs11369386911090999885.csv
1,0,0,cs1084251553049922914.csv
1,3,0,cs11003733200386253614.csv
1,9,0,cs1138267578232231887.csv
1,2,0,cs10625025264989193817.csv
1,8,0,cs10054535827884133622.csv
1,2,0,cs1074281193199604754.csv
1,3,0,cs10618971861507487201.csv
1,0,0,cs11463544852486190078.csv
1,3,0,cs11275909359753731148.csv
1,9,0,cs10130957589771170478.csv
1,3,0,cs11475368261115828627.csv
1,9,0,cs1132011794077014825.csv
1,2,0,cs10706711372599334000.csv
1,7,0,cs10441888054744602246.csv
1,6,0,cs11128029188383210351.csv
1,5,0,cs10532694315173533107.csv
1,10,0,cs10053695741001362781.csv
1,3,0,cs10728992380277811196.csv
1,6,0,cs10673686365700413110.csv
1,5,0,cs10829581561009616833.csv
1,7,0,cs10844581384245997235.csv
1,9,0,cs10653040685487915468.csv
1,1,0,cs11202939875121898479.csv
1,2,0,cs10704694024371425194.csv
1,8,0,cs10293691865748450729.csv
1,0,0,cs10840683351413338545.csv
1,10,0,cs10177101186883654638.csv
1,10,0,cs11201412627736516708.csv
1,7,0,cs11113345852264621036.csv
1,6,0,cs10192491093776015275.csv
1,2,0,cs11087289913983713775.csv
1,9,0,cs11220303519372337180.csv
1,2,0,cs10135547340874787798.csv
1,1,0,cs10951190578411865512.csv
1,9,0,cs11171655708744286970.csv
1,6,0,cs11034312602328457324.csv
1,6,0,cs11258035630283179091.csv
1,0,0,cs10262692494005819293.csv
1,6,0,cs10669178179420030617.csv
1,1,0,cs10391581834272160773.csv
1,3,0,cs10975875860799665218.csv
1,6,0,cs10224114319516022240.csv
1,4,0,cs10355905100791551331.csv
1,5,0,cs1054432354911579541.csv
1,6,0,cs11271430511646800919.csv
1,7,0,cs10469462824542110410.csv
1,9,0,cs10857862456845547866.csv
1,0,0,cs10331027809850732981.csv
1,0,0,cs1013710094008697690.csv
1,9,0,cs10161913387804763653.csv
1,5,0,cs11044009843387395728.csv
1,9,0,cs1073575296088375477.csv
1,3,0,cs11150711894482941937.csv
1,8,0,cs10913496731377381235.csv
1,5,0,cs11107722502526169840.csv
1,2,0,cs11379995222939827650.csv
1,5,0,cs11373187084621154811.csv
1,9,0,cs10454565539717704668.csv
1,3,0,cs10750128415078295893.csv
1,2,0,cs10408654375514568593.csv
1,3,0,cs10952302792410623270.csv
1,0,0,cs11269904937339585406.csv
1,3,0,cs10129469864435023445.csv
1,9,0,cs10383528767473500635.csv
1,5,0,cs11418384859689710082.csv
1,9,0,cs10424310834515837057.csv
1,10,0,cs11302087196200905099.csv
1,5,0,cs11121149623952222344.csv
1,3,0,cs11499277167058022577.csv
1,2,0,cs11262999299532741970.csv
1,0,0,cs10876453869830453277.csv
1,9,0,cs10241761176142328761.csv
1,9,0,cs10575055559873664444.csv
1,9,0,cs11353064386530049863.csv
1,10,0,cs10698967292854490248.csv
1,10,0,cs10504401362458638488.csv
1,7,0,cs11109161863530665450.csv
1,4,0,cs10793116218101968645.csv
1,4,0,cs10481067702709878661.csv
1,4,0,cs11291527262662497046.csv
1,0,0,cs10603987674589026302.csv
1,0,0,cs10024455427319308190.csv
1,9,0,cs11020060156027621536.csv
1,4,0,cs11422145153268753637.csv
1,4,0,cs10383316171181704380.csv
1,6,0,cs11170577314332125202.csv
1,1,0,cs10050086195629761360.csv
1,4,0,cs10440347731977404099.csv
1,7,0,cs11120673278070336760.csv
1,8,0,cs10750921131488041338.csv
1,8,0,cs10028574595503963476.csv
